    1.80040916,  07.8961799,    000049.735,     042.351203,     72.94015404
      85.60491268,   44.7105139,   00084.5342,   39.331777,      27.60064105
   25.49164263, 0085.86452,50.775535,67.4372833,59.682758
   0000039.401, 000061.00089,    079.2085,      064.6547,35.49701
 00059.9291,   6.24959082,  000026.8542,      0082.5488,    0041.21844
45.30668323,  63.44341144,    96.4014147, 42.140053,    083.93399
   00019.12213,  00047.4804,  74.925644,     00032.6847, 000066.0253
    0097.51123,     94.47011123,   0000055.259, 00067.426239,83.163025
  00020.49387,59.980422,      035.09652,   0000001.5152,    025.70533
    24.057834,     96.8856807,  0000071.019, 0000049.7212,     17.762229
    96.90734087, 23.766705,00015.574,      53.9548882, 15.23660682
     00037.75623, 0084.794,  026.5574643,    015.812643, 00075.8372
00032.981774,  0000077.7446,    65.71339415,   14.89426279,    20.3216389
 61.32360947,052.00039275,0028.998,  00009.411207,  0033.41812
  37.49785,  0000028.779,      27.849783,    82.00685635,75.45514298
     00.85657,     0000041.588,    93.17225802,    00086.84503,000079.4435
     85.8556838,      070.22313945,  0098.598,  0015.20693,000042.70898
    00042.091832,   86.72792,096.9471,    9.2401338,   92.673459
      47.94697244,  71.11944,     089.59524058,   10.203161,  0020.2019618
   056.518708, 0088.2466, 98.50408422,    59.81858,      87.60788
    00051.6317,      86.24613325,000.48293647, 028.6822,      0016.85572
092.3006,     88.14168007,000046.8936, 000036.003,      000080.06955
      89.105754, 5.09844528, 21.37077005, 48.8139426,0062.68762
  32.17188754,    00085.61499,  0000089.6049,      34.4696671,  000090.041
  000005.10864,   96.903094, 00044.249,0051.896368,      0001.8763297
    26.10790772,  0000034.3201,   16.5244154,   0055.7172,000072.664
   0041.5392946,     92.899383,    0039.987,0000080.2844,     44.51546
  00000094.345,      0000049.9246, 0045.659333,     91.74291,      0058.322255
  43.86172983,      00045.97988,      00039.498566,    046.30541436,      000065.049
     00051.348,62.2914158,00089.394527,    04.02251,     89.1800082
   00030.239,  00062.734,    00000.30349,   0000021.2246,      093.1091
     75.41873879, 50.36583149,    0017.36715,      0089.28564,    072.45344
     000022.598,    000023.701,    036.204703,   42.31696534, 0018.173344
000028.9052,16.14468793,     0000065.407,     86.45845, 042.78167
58.258183,      0000086.3242,    000035.23598,   0000060.5206,   071.54181701
  0055.82879,     000009.20145,00000046.201,  47.6530371,     000036.867
    28.5898854,      0063.068486,  51.0734825,    0035.089383, 0078.826795
   00014.1467,     066.5160637,016.3291,  000043.2302,0000073.382
  58.960806,    69.668754,      00000086.542,  49.93220311,   0055.64828
     084.15356,     046.7432179, 059.3011,  56.58488758, 0071.3912759
     83.31029508, 00000058.469,00010.1547,     0036.0519,    028.5534421
     51.25490492,033.276666,  000056.5826,      003.2012,     000067.611
    22.3226885,      00000.314263,   10.68187394, 60.609339,   0063.891
    54.54058324,      91.09609056,   00070.260097,000088.552,     0059.576
80.116427,   29.42919386,000049.4646,38.6267738,      065.4704
  00070.141, 064.5051, 39.19440333,   63.2051124,      73.6832152
 0055.5637,   95.36852357,   000027.29701,   000019.4624,  0000035.9672
      1.94612058,    34.568723,00000027.226,     000043.573,    27.69741739
000048.0629,  000051.922,   94.97469815,00088.6081,     037.887131
